[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00022430	46.5	6.39	0.85	
ETH_00022435	16.7	4.15	0.09	
ETH_00022440	-1	2.67	2.69	
ETH_00022445	-3.1	0.94	2.55	
ETH_00022450	-21.3	1.43	5.84	
ETH_00022455	-68.5	0.63	6.73	
ETH_00022460	-13.6	2.55	6.31	
ETH_00022465	-2	5.42	6.4	
ETH_00022470	7.3	3.18	0.32	
ETH_00022475	7.7	3.57	0.62	
ETH_00022480	138.2	9.48	2.37	
ETH_00022485	2.2	5.82	4.68	
ETH_00022490	-9	1.6	4.76	
ETH_00022495	1.3	3.29	2.87	
ETH_00022500	12.2	4.64	1.03	
ETH_00022505	-1.1	4.1	4.2	
ETH_00022510	8.5	5.68	2.59	
ETH_00022515	4.5	2.35	0.17	
ETH_00022520	2.7	5.21	3.79	
ETH_00022525	1.9	1.46	0.57	
ETH_00022530	-2.3	3.81	5.01	
ETH_00022535	-8	4.64	7.64	
ETH_00022540	29.5	8.08	3.2	
ETH_00022545	-21.7	0.54	4.99	
ETH_00022550	70.4	6.88	0.74	
ETH_00022555	10.6	3.89	0.49	
ETH_00022560	-2	1.71	2.73	
ETH_00022565	-4	0.35	2.34	
ETH_00022570	-4.8	0.5	2.77	
ETH_00022575	-1.3	6.39	6.82	
ETH_00022580	-1.4	0.11	0.56	
ETH_00022585	4.3	8.25	6.15	
ETH_00022590	-466.7	1.15	10.01	
ETH_00022595	-1.7	6.91	7.67	
ETH_00022600	-1.4	6.5	6.99	
ETH_00022605	2.5	2.21	0.9	
ETH_00022610	1.2	4.89	4.67	
ETH_00022615	2.5	1.56	0.23	
ETH_00022620	-1.1	0.06	0.22	
ETH_00022625	-1.3	0.45	0.78	
ETH_00022630	-7.5	1.04	3.94	
ETH_00022635	3.4	1.88	0.12	
ETH_00022640	1.6	0.64	0	
ETH_00022645	1.7	0.95	0.19	
ETH_00022650	1	0	0	
ETH_00022655	-1.7	4.74	5.54	
ETH_00022660	-1	0	0.05	
ETH_00022665	1	0.04	0	
ETH_00022670	1	0	0	
ETH_00022675	1	0	0	
ETH_00022680	1	0	0	
ETH_00022685	1.2	0.69	0.41	
ETH_00022690	-1.2	0	0.28	
ETH_00022695	-1	0.06	0.06	
ETH_00022700	-1	0	0.03	
ETH_00022705	1	0	0	
ETH_00022710	1	0	0	
ETH_00022715	2.2	1.37	0.24	
ETH_00022720	1.8	1.32	0.51	
ETH_00022725	1.6	2.91	2.2	
ETH_00022730	-23.5	0.95	5.51	
ETH_00022735	-19.1	1.88	6.14	
ETH_00022740	-1	5.34	5.36	
ETH_00022745	-113.8	0.84	7.67	
ETH_00022750	1.8	4.04	3.21	
ETH_00022755	6.1	3.59	0.99	
ETH_00022760	-10.1	1.2	4.54	
ETH_00022765	4.4	3.76	1.64	
ETH_00022770	-1.4	0.76	1.27	
ETH_00022775	6.6	6.34	3.62	
ETH_00022780	87	8.09	1.65	
ETH_00022785	-1.3	3.43	3.79	
ETH_00022790	4.1	2.18	0.14	
ETH_00022795	-4.5	5.05	7.22	
ETH_00022800	-1	6.43	6.45	
ETH_00022805	1.3	0.64	0.29	
ETH_00022810	2.5	3.72	2.38	
ETH_00022815	-96.3	3.03	9.62	
ETH_00022820	15.9	5.28	1.3	
ETH_00022825	1.5	0.62	0	
ETH_00022830	-1.7	3.97	4.69	
ETH_00022835	1.2	3.28	3.02	
ETH_00022840	-4.3	0.8	2.91	
ETH_00022845	5.5	7.44	4.98	
ETH_00022850	1.9	4.45	3.49	
ETH_00022855	-1.5	0.1	0.73	
ETH_00022860	-1.2	2.32	2.56	
ETH_00022865	22.9	4.74	0.22	
ETH_00022875	13.6	6.71	2.94	
ETH_00022880	-2.4	2.45	3.73	
ETH_00022885	-1.1	0	0.14	
ETH_00022890	-1	0.13	0.15	
ETH_00022895	-407.7	0.19	8.86	
ETH_00022900	-30.2	1.54	6.46	
ETH_00022905	-22.1	2.62	7.09	
ETH_00022910	5.5	5.92	3.46	
ETH_00022915	2	2.21	1.2	
ETH_00022920	-2.5	6.71	8.04	
ETH_00022925	-2	6.44	7.44	
ETH_00022930	15.6	8.42	4.46	
ETH_00022935	-3.9	3.72	5.68	
ETH_00022940	-3	0.55	2.14	
ETH_00022945	-4.2	6.24	8.3	
ETH_00022950	7.5	5.5	2.6	
ETH_00022955	502.9	10.53	1.56	
ETH_00022960	-2.2	1.49	2.62	
ETH_00022965	38.8	6.06	0.79	
ETH_00022970	72.7	6.18	0	
ETH_00022975	364.9	11.86	3.35	
ETH_00022980	-9.4	4.85	8.07	
ETH_00022985	4.5	8.03	5.87	
ETH_00022990	-1.1	2.22	2.39	
ETH_00022995	-104.9	1.28	7.99	
ETH_00023000	-2.7	5.35	6.8	
ETH_00023005	1.1	0.08	0	
ETH_00023010	3.7	2.74	0.84	
ETH_00023015	1	5.86	5.8	
ETH_00023020	2.3	2.5	1.27	
ETH_00023025	1.8	5.84	5	
ETH_00023030	-1.3	5.58	5.97	
ETH_00023035	-9.8	0.47	3.77	
ETH_00023040	-1.2	3.73	4.01	
ETH_00023045	-1	0.21	0.24	
ETH_00023050	3.8	6.03	4.12	
ETH_00023055	-3.3	3.06	4.77	
ETH_00023060	41.6	7.1	1.72	
ETH_00023065	-1.2	0.47	0.71	
ETH_00023070	26	6.45	1.75	
ETH_00023075	1.9	4.24	3.34	
ETH_00023080	1.3	3	2.67	
ETH_00023085	1.6	5.83	5.15	
ETH_00023090	2	2.6	1.64	
ETH_00023095	-1	1.79	1.81	
ETH_00023100	-1378.2	1.97	12.4	
ETH_00023105	1.8	4.9	4.02	
ETH_00023110	6.3	4.5	1.86	
ETH_00023115	4.9	3.55	1.25	
ETH_00023120	233.5	8.22	0.35	
ETH_00023125	4	6.67	4.67	
ETH_00023130	2.6	5.32	3.97	
ETH_00023135	-38.8	0.5	5.78	
ETH_00023140	-1.2	3.37	3.62	
ETH_00023145	-27	5.4	10.15	
ETH_00023150	2.4	1.24	0	
ETH_00023155	1.7	5.07	4.3	
ETH_00023160	-3.4	0.57	2.32	
ETH_00023165	7.3	5.16	2.3	
ETH_00023170	56.2	5.92	0.1	
ETH_00023175	41.8	5.52	0.14	
ETH_00023180	1.7	3.16	2.41	
ETH_00023185	1.1	0.88	0.68	
ETH_00023190	-2.2	0.46	1.62	
ETH_00023195	11.2	3.93	0.45	
ETH_00023200	-7.3	0	2.87	
ETH_00023205	8.2	3.44	0.41	
ETH_00023210	2.2	1.12	0	
ETH_00023215	1.8	0.84	0.03	
ETH_00023220	5.6	2.91	0.41	
ETH_00023225	-32	0.99	5.99	
ETH_00023230	-52.3	1.26	6.97	
ETH_00023235	-1.8	4.09	4.95	
ETH_00023240	1	0	0	
ETH_00023245	-1	0	0.06	
ETH_00023250	-1.3	0.36	0.69	
ETH_00023255	-2.7	3.62	5.05	
ETH_00023260	-1.1	1.85	1.96	
ETH_00023265	3.5	6.6	4.77	
ETH_00023270	-28.6	3.54	8.38	
ETH_00023275	-3.6	1.47	3.31	
ETH_00023280	-51.1	0.22	5.89	
ETH_00023285	-1.3	0.24	0.58	
ETH_00023290	12.4	4.68	1.05	
ETH_00023295	-2.4	1.06	2.31	
ETH_00023300	-7.4	1.48	4.38	
ETH_00023305	-1.6	1.07	1.7	
ETH_00023310	1.3	0.94	0.52	
ETH_00023315	1.2	1.08	0.87	
ETH_00023320	-12.8	0.42	4.1	
ETH_00023325	-3.4	3.91	5.66	
ETH_00023330	1.1	0.29	0.17	
ETH_00023335	13.4	4.34	0.6	
ETH_00023340	8.4	3.52	0.45	
ETH_00023345	-111.8	1	7.8	
ETH_00023350	-17.1	0.75	4.84	
ETH_00023355	-8698.1	0.31	13.39	
ETH_00023360	-5977.9	1.24	13.78	
ETH_00023365	-70.2	0.6	6.73	
ETH_00023370	-97.1	0.12	6.72	
ETH_00023375	-1	0.11	0.13	
ETH_00023380	-7	4.4	7.21	
ETH_00023385	227.1	8.48	0.65	
ETH_00023390	4.9	6.04	3.75	
ETH_00023395	9	5.63	2.47	
ETH_00023400	25.4	5.05	0.38	
ETH_00023405	2.2	7.55	6.42	
ETH_00023410	2.2	6.96	5.83	
ETH_00023415	6.9	3.56	0.77	
ETH_00023420	-330.2	0.16	8.53	
ETH_00023425	-314.8	0	8.3	
ETH_00023430	13.4	3.82	0.08	
ETH_00023435	-10.7	2.07	5.48	
ETH_00023440	3.7	9.11	7.21	
ETH_00023445	2.3	9.47	8.29	
ETH_00023450	1.2	0.29	0	
ETH_00023455	1	0	0	
ETH_00023460	-1.3	0	0.38	
ETH_00023465	1	0.37	0.32	
ETH_00023470	-1.2	0.13	0.4	
ETH_00023475	1	0	0	
ETH_00023480	1.3	0.44	0.05	
ETH_00023485	-1.5	0	0.63	
ETH_00023490	1	0	0	
ETH_00023495	1	0	0	
ETH_00023500	-1	0	0.02	
ETH_00023505	-1.1	0	0.15	
ETH_00023510	1.1	0.31	0.12	
ETH_00023515	1	0	0	
ETH_00023520	1	0	0	
ETH_00023525	1	0.12	0.07	
ETH_00023530	1	0	0	
ETH_00023535	1.4	0.44	0	
ETH_00023540	1	0.08	0.04	
ETH_00023545	1	0	0	
ETH_00023550	1	0	0	
ETH_00023555	1	0	0	
ETH_00023560	-1.1	0	0.09	
ETH_00023565	-1.1	0	0.14	
ETH_00023570	-1.2	0	0.2	
ETH_00023575	1.3	0.39	0	
ETH_00023580	1.2	0.26	0	
ETH_00023585	-1.1	0	0.12	
ETH_00023590	1	0	0	
ETH_00023595	-1.1	0	0.18	
ETH_00023600	1	0	0	
ETH_00023605	1	0	0	
ETH_00023610	1	0	0	
ETH_00023615	-1	0	0.06	
ETH_00023620	1	0	0	
ETH_00023625	1	0	0	
ETH_00023630	1	0.15	0.09	
ETH_00023635	-1.1	0	0.1	
ETH_00023640	-1.4	0	0.51	
ETH_00023645	-1.5	0	0.6	
ETH_00023650	-59.3	1.27	7.16	
ETH_00023655	-12.9	0.78	4.47	
ETH_00023660	-6.6	1.57	4.29	
ETH_00023665	3.2	5.88	4.21	
ETH_00023670	-43.5	2.87	8.32	
ETH_00023675	-1	6.37	6.4	
ETH_00023680	1	0	0	
ETH_00023685	-1.2	5.78	6.07	
ETH_00023690	1.9	3.29	2.39	
ETH_00023695	-64.5	0.25	6.26	
ETH_00023700	-16.3	3.53	7.56	
ETH_00023705	-2994.6	0.78	12.33	
ETH_00023710	-1.2	6.59	6.88	
ETH_00023715	-2.1	4.4	5.44	
ETH_00023720	6.5	4.99	2.29	
ETH_00023725	-31.7	0.56	5.55	
ETH_00023730	-21	1.53	5.92	
ETH_00023735	3.3	3.07	1.36	
ETH_00023740	-3.9	0.68	2.62	
ETH_00023745	-3.7	0.32	2.2	
ETH_00023750	21.8	8.54	4.1	
ETH_00023755	-9.4	3.29	6.52	
ETH_00023760	-4.5	6.08	8.25	
ETH_00023765	3.5	5.83	4.02	
ETH_00023770	8.3	4.55	1.5	
ETH_00023775	-1.3	0	0.38	
ETH_00023780	72.1	6.42	0.24	
ETH_00023785	-1.7	0.13	0.88	
ETH_00023790	1.5	5.99	5.45	
ETH_00023795	2.5	4.94	3.59	
ETH_00023800	-4.5	3.46	5.63	
ETH_00023805	1.3	5.64	5.29	
ETH_00023810	3	6.22	4.64	
ETH_00023815	1.7	7.06	6.26	
ETH_00023820	24.5	4.84	0.22	
ETH_00023825	29.4	5.98	1.1	
ETH_00023830	-1.6	3.96	4.6	
ETH_00023835	-8.9	2.33	5.48	
ETH_00023840	-17.6	1.6	5.74	
ETH_00023845	-3.7	2.13	4.03	
ETH_00023850	-22.5	2.46	6.96	
ETH_00023855	19.1	4.78	0.53	
ETH_00023860	5.7	3.19	0.67	
ETH_00023865	4.4	5.25	3.1	
ETH_00023870	85.1	7.1	0.69	
ETH_00023875	26.5	6.8	2.07	
ETH_00023880	1	0	0	
ETH_00023885	-4.7	0.42	2.64	
ETH_00023890	1.1	0.31	0.11	
ETH_00023895	-2.6	4.86	6.25	
ETH_00023900	1.2	4.39	4.09	
ETH_00023905	22.5	5.94	1.44	
ETH_00023910	4.5	3.5	1.35	
ETH_00023915	2.1	4.72	3.64	
ETH_00023920	-3	4.23	5.79	
ETH_00023925	14	7.71	3.91	
ETH_00023930	1.5	2.5	1.94	
ETH_00023935	-3.3	4.78	6.49	
ETH_00023940	1.4	0.48	0	
ETH_00023945	7.6	3.23	0.31	
ETH_00023950	70.7	6.33	0.18	
ETH_00023955	4.1	4.54	2.5	
ETH_00023960	-1.2	0	0.28	
ETH_00023965	1	0	0	
ETH_00023970	-1.1	0	0.1	
ETH_00023975	-1	0.13	0.14	
ETH_00023980	-1	0.12	0.13	
ETH_00023985	1.3	7.68	7.33	
ETH_00023990	-1.2	0.51	0.78	
ETH_00023995	-1.5	0.06	0.66	
ETH_00024000	1	0.08	0.06	
ETH_00024005	-1	0	0.04	
ETH_00024010	1	0	0	
ETH_00024015	3.1	2.06	0.44	
ETH_00024020	1.8	1.98	1.15	
ETH_00024025	2.8	1.65	0.18	
ETH_00024030	4.5	6.72	4.54	
ETH_00024035	8.4	5.91	2.84	
ETH_00024040	-1.3	4.07	4.4	
ETH_00024045	-3	3.15	4.74	
ETH_00024050	1.1	6.15	6.02	
ETH_00024055	52.5	7.62	1.9	
ETH_00024060	2.2	3	1.84	
ETH_00024065	-1.5	3.9	4.45	
ETH_00024070	28.2	6.52	1.7	
ETH_00024075	61.5	7.4	1.46	
ETH_00024080	22.9	8.59	4.08	
ETH_00024085	764.8	13.16	3.58	
ETH_00024090	-1.3	6.88	7.27	
ETH_00024095	1.3	2.74	2.39	
ETH_00024100	8.5	6.52	3.43	
ETH_00024105	4.6	4.85	2.64	
ETH_00024110	7.3	5.05	2.19	
ETH_00024115	3.4	5.75	3.98	
ETH_00024120	-4	3.03	5.03	
ETH_00024125	-13.2	1.13	4.85	
ETH_00024130	-15.3	1.78	5.71	
ETH_00024135	1.4	8.86	8.42	
ETH_00024140	2.4	6.59	5.3	
ETH_00024145	1.6	3.27	2.62	
ETH_00024150	-3.5	1.72	3.54	
ETH_00024155	-16.3	6.08	10.11	
ETH_00024160	3.7	3.15	1.25	
ETH_00024165	-4.9	3.18	5.47	
ETH_00024170	-5.1	1.77	4.13	
ETH_00024175	19.2	4.53	0.26	
ETH_00024180	-25.9	1.39	6.08	
ETH_00024185	5.2	7.13	4.75	
ETH_00024190	-3.4	5.07	6.83	
ETH_00024195	23.5	6.82	2.27	
ETH_00024200	1	6.33	6.27	
ETH_00024205	-4.3	2.41	4.5	
ETH_00024210	-16.9	0.38	4.46	
ETH_00024215	-1.8	3.24	4.08	
ETH_00024220	5.1	3.82	1.48	
ETH_00024225	1.4	0.66	0.18	
ETH_00024230	3.1	3.88	2.26	
ETH_00024235	55.8	6.18	0.37	
ETH_00024240	5.5	2.63	0.17	
ETH_00024245	1.5	2.5	1.92	
ETH_00024250	12.8	5.53	1.85	
ETH_00024255	-6.6	2.14	4.86	
ETH_00024260	1.1	7.89	7.82	
ETH_00024265	16.3	4.87	0.84	
ETH_00024270	30.5	11.76	6.83	
ETH_00024275	-1	0.16	0.23	
ETH_00024280	-1.8	0.03	0.87	
ETH_00024285	482	11.49	2.57	
ETH_00024290	2.7	3.7	2.27	
ETH_00024295	1.2	3.2	2.91	
ETH_00024300	4.1	6.67	4.62	
ETH_00024305	1.4	0.63	0.13	
ETH_00024310	-1.3	5.21	5.62	
ETH_00024315	3.8	4.2	2.29	
ETH_00024320	1.1	5.48	5.38	
ETH_00024325	-3.2	3.67	5.34	
ETH_00024330	-1.3	0.41	0.79	
ETH_00024335	1.1	1.73	1.56	
ETH_00024340	-1.1	7.38	7.53	
ETH_00024345	2	6.24	5.23	
ETH_00024350	-6.8	2.51	5.28	
ETH_00024355	2.6	5.47	4.09	
ETH_00024360	-4.3	2.94	5.05	
ETH_00024365	3.1	6.37	4.72	
ETH_00024370	6.5	2.76	0.07	
ETH_00024375	1.1	6.26	6.14	
ETH_00024380	1.5	4.02	3.48	
ETH_00024385	3.9	5.98	4.01	
ETH_00024390	5.1	5.67	3.3	
ETH_00024395	205.8	10.96	3.27	
ETH_00024400	-1.7	6.94	7.7	
ETH_00024405	-1.7	6.89	7.7	
ETH_00024410	4.1	6.37	4.35	
ETH_00024415	-48.7	2.42	8.02	
ETH_00024420	27.5	11.12	6.34	
ETH_00024425	12.4	4.82	1.2	
ETH_00024430	2.4	2.17	0.91	
ETH_00024435	9.4	6.64	3.4	
ETH_00024440	1.9	6.59	5.66	
ETH_00024445	3.3	3.48	1.78	
ETH_00024450	-1.5	4.04	4.63	
ETH_00024455	1.1	5.26	5.18	
ETH_00024460	-11.7	0.52	4.07	
ETH_00024465	18.7	8.83	4.61	
ETH_00024470	3.4	4.61	2.86	
ETH_00024475	-1.1	6.18	6.29	
ETH_00024480	18.5	4.4	0.19	
ETH_00024485	18.7	4.62	0.39	
ETH_00024490	6.6	5.76	3.03	
ETH_00024495	287.3	10.94	2.77	
ETH_00024500	-2.5	0.06	1.4	
ETH_00024505	-27.2	1.47	6.24	
ETH_00024510	2.2	1.12	0	
ETH_00024515	-2	2.2	3.22	
ETH_00024520	-2	1.69	2.7	
ETH_00024525	3.7	4.68	2.79	
ETH_00024530	9.4	4.46	1.23	
ETH_00024535	-16.2	2.5	6.52	
ETH_00024540	34.5	9.11	4	
ETH_00024545	-12.4	0.67	4.3	
ETH_00024550	1.4	0.97	0.49	
ETH_00024555	57.8	6.18	0.33	
ETH_00024560	15.2	4.21	0.29	
ETH_00024565	4.6	2.46	0.25	
ETH_00024570	-45	2.19	7.69	
ETH_00024575	1.2	4.98	4.67	
ETH_00024590	-49.5	2.02	7.66	
ETH_00024595	-50.5	1.3	6.96	
ETH_00024600	186.3	8.32	0.77	
ETH_00024605	-1.2	3.77	3.98	
ETH_00024610	-321.8	1.24	9.57	
ETH_00024615	4.7	4.34	2.11	
ETH_00024620	-114.3	0.16	7	
ETH_00024625	-107.7	0	6.75	
ETH_00024630	2.7	1.96	0.54	
ETH_00024635	1.3	1.35	0.99	
ETH_00024640	-2	0.26	1.28	
ETH_00024645	-1	5.68	5.72	
ETH_00024650	-1.1	6.26	6.43	
ETH_00024655	1.2	6.69	6.38	
ETH_00024660	2.6	6.85	5.48	
ETH_00024665	-2.1	5.88	6.93	
ETH_00024670	11.7	5.44	1.89	
ETH_00024675	28.7	5.69	0.85	
ETH_00024680	-9.7	0.43	3.71	
ETH_00024685	-6.1	4.79	7.39	
ETH_00024690	24.5	10.75	6.14	
ETH_00024695	-76.5	1.01	7.27	
ETH_00024700	3.1	5.58	3.96	
ETH_00024705	-10.4	2.51	5.88	
ETH_00024710	-46.9	1.91	7.46	
ETH_00024715	-34	2.41	7.5	
ETH_00024720	-32.1	2.47	7.48	
ETH_00024725	2.8	3.68	2.18	
ETH_00024730	-7.1	3.4	6.23	
ETH_00024735	-9.5	3.12	6.37	
ETH_00024740	-1077.6	1	11.08	
ETH_00024745	-57.3	0.65	6.49	
ETH_00024750	1.4	6.5	6.02	
ETH_00024755	-3.9	1.24	3.21	
ETH_00024760	-1.7	3.21	3.94	
ETH_00024765	-2.9	3.26	4.81	
ETH_00024770	3.9	3.68	1.73	
ETH_00024775	17.9	8.39	4.23	
ETH_00024780	-2.8	3.08	4.55	
ETH_00024785	2.7	2.91	1.49	
ETH_00024790	3.9	1.96	0	
ETH_00024795	40.8	10.46	5.11	
ETH_00024800	-13.4	4.51	8.25	
ETH_00024805	48.5	6.84	1.24	
ETH_00024810	-1.7	5.59	6.34	
ETH_00024815	7.5	6.01	3.11	
ETH_00024820	6.4	6.06	3.4	
ETH_00024825	29.8	8.94	4.04	
ETH_00024830	25.5	6.59	1.92	
ETH_00024835	202.4	10.45	2.79	
ETH_00024840	9.9	4.62	1.32	
ETH_00024845	2.3	6.52	5.3	
ETH_00024850	1.5	3.82	3.26	
ETH_00024855	65.2	10.99	4.96	
ETH_00024860	-108.2	1.33	8.09	
ETH_00024865	-4.4	1.27	3.42	
ETH_00024870	4.1	3.82	1.79	
ETH_00024875	-3.8	0.8	2.73	
ETH_00024880	-1.5	0.29	0.9	
ETH_00024885	-1.3	0	0.4	
ETH_00024890	58.1	5.96	0.1	
ETH_00024895	-124.9	0.59	7.56	
ETH_00024900	4.9	4.79	2.51	
ETH_00024905	-4.6	5.06	7.25	
ETH_00024910	1.7	6.37	5.58	
ETH_00024915	34.7	5.27	0.16	
ETH_00024920	24.5	4.75	0.14	
ETH_00024925	-1.2	0.57	0.83	
ETH_00024930	-2.1	0.44	1.5	
ETH_00024935	-26.9	0	4.75	
ETH_00024940	-7.5	4.49	7.41	
ETH_00024945	-9.5	3.71	6.95	
ETH_00024950	-5.5	2.03	4.48	
ETH_00024955	-6.7	2.33	5.07	
ETH_00024960	-1	0.45	0.49	
ETH_00024965	-2.6	0.75	2.12	
ETH_00024970	-2	2.87	3.86	
ETH_00024975	3.1	5.1	3.46	
ETH_00024980	-1.1	5.26	5.44	
ETH_00024985	-46	1.97	7.49	
ETH_00024990	-2.2	0	1.12	
ETH_00024995	-1.1	0	0.12	
ETH_00025000	22.8	5.02	0.51	
ETH_00025005	3.1	2.26	0.63	
ETH_00025010	1.3	0.62	0.27	
ETH_00025015	4.2	2.21	0.13	
ETH_00025020	3.9	4.49	2.54	
ETH_00025025	1.9	1.44	0.51	
ETH_00025030	6.6	5.14	2.42	
ETH_00025035	2.8	9.16	7.67	
ETH_00025040	4	10.26	8.25	
ETH_00025045	3.2	10.06	8.38	
ETH_00025050	2.6	7.36	5.97	
ETH_00025055	-3.7	1.48	3.36	
ETH_00025060	1.9	3.67	2.77	
ETH_00025065	8.2	3.61	0.58	
ETH_00025070	7.6	6.64	3.71	
ETH_00025075	2.1	4.93	3.83	
ETH_00025080	12.8	8.91	5.24	
ETH_00025085	3	5.79	4.21	
ETH_00025090	-6.1	1.89	4.51	
ETH_00025095	1.3	4.29	3.96	
ETH_00025100	13.3	6.2	2.47	
ETH_00025105	-1.6	2.04	2.67	
ETH_00025110	7.8	9.47	6.51	
ETH_00025115	1.2	4.38	4.13	
ETH_00025120	-1.1	0.16	0.35	
ETH_00025125	-8	0.23	3.22	
ETH_00025130	-24.2	0.5	5.09	
ETH_00025135	2	2.59	1.62	
ETH_00025140	1	1.84	1.83	
ETH_00025145	1.1	0.66	0.48	
ETH_00025150	-15.9	3.11	7.1	
ETH_00025155	1.3	5.23	4.87	
ETH_00025160	-1.1	0.22	0.42	
ETH_00025165	-24.6	0.84	5.46	
ETH_00025170	-19.5	0.57	4.86	
ETH_00025175	6.4	3.16	0.48	
ETH_00025180	10.8	4.06	0.63	
ETH_00025185	13.6	5.97	2.2	
ETH_00025190	17.5	6.28	2.15	
ETH_00025195	29.7	5.32	0.43	
ETH_00025200	2.1	2.55	1.51	
ETH_00025205	-49.7	0.43	6.06	
ETH_00025210	3.7	2.22	0.34	
ETH_00025215	-5.5	2.5	4.94	
ETH_00025220	-4	0.22	2.21	
ETH_00025225	-74.4	0.63	6.85	
ETH_00025230	-97.1	0.25	6.85	
ETH_00025235	-92.1	0.46	6.99	
ETH_00025240	-2.1	0	1.07	
ETH_00025245	-1	0.01	0.02	
ETH_00025250	1	0	0	
ETH_00025255	-1.7	0	0.77	
ETH_00025260	1.1	0.2	0.12	
ETH_00025265	1	0	0	
ETH_00025270	-1	0.37	0.4	
ETH_00025275	5.4	4.09	1.65	
ETH_00025280	5.1	5.94	3.59	
ETH_00025285	5.3	3.81	1.4	
ETH_00025290	-1.2	0	0.29	
ETH_00025295	4.7	2.43	0.19	
ETH_00025300	10.9	3.45	0	
ETH_00025305	9	6.76	3.59	
ETH_00025310	1.5	2.27	1.73	
ETH_00025315	31.9	8.36	3.36	
ETH_00025320	21.3	6.37	1.95	
ETH_00025325	16.3	4.8	0.78	
ETH_00025330	10.3	6.14	2.78	
ETH_00025335	81.4	6.71	0.36	
ETH_00025340	4.5	3.27	1.1	
ETH_00025345	-10.5	0.53	3.92	
ETH_00025350	-294.1	0	8.2	
ETH_00025355	-325.2	0.12	8.47	
ETH_00025360	1.4	5.33	4.83	
ETH_00025365	-2	9.33	10.31	
ETH_00025370	81.4	6.92	0.57	
ETH_00025375	134.9	7.4	0.32	
ETH_00025380	2.8	5.66	4.15	
ETH_00025385	2.4	4.09	2.85	
ETH_00025390	-13.5	1.71	5.46	
ETH_00025395	-1.8	4.98	5.8	
ETH_00025400	-4.9	2.2	4.51	
ETH_00025405	-1.4	0.4	0.87	
ETH_00025410	-1.5	0.31	0.86	
ETH_00025415	-7.5	0.79	3.69	
ETH_00025420	-3.3	0.78	2.49	
ETH_00025425	2	4.31	3.33	
ETH_00025430	-1.1	0.07	0.16	
ETH_00025435	2.1	1.04	0	
ETH_00025440	14.3	7.3	3.46	
ETH_00025445	32.5	5.15	0.13	
ETH_00025450	21.8	6.73	2.28	
ETH_00025455	5.5	4.25	1.78	
ETH_00025460	-331.8	0.78	9.15	
ETH_00025465	4.3	4.23	2.13	
ETH_00025470	4.4	3.7	1.55	
ETH_00025475	40.8	6.13	0.78	
ETH_00025480	8.3	5.19	2.14	
ETH_00025485	-11.4	0.62	4.14	
ETH_00025490	3.2	5.3	3.63	
ETH_00025495	24.5	7.28	2.66	
ETH_00025500	-3.8	5.11	7.05	
ETH_00025505	6.8	2.93	0.17	
ETH_00025510	4.3	2.18	0.07	
ETH_00025515	4.2	3.62	1.57	
ETH_00025520	3.8	3.19	1.25	
ETH_00025525	3	1.91	0.34	
ETH_00025530	-1.2	0.16	0.44	
ETH_00025535	2.9	5.2	3.67	
ETH_00025540	-1	2.9	2.91	
ETH_00025545	30.1	6.88	1.97	
ETH_00025550	384.9	8.73	0.14	
ETH_00025555	-146.1	0.3	7.49	
ETH_00025560	52.5	5.95	0.24	
ETH_00025565	26.8	4.93	0.19	
ETH_00025570	1.9	7.59	6.63	
ETH_00025575	-1	0.23	0.27	
ETH_00025580	2.7	4.48	3.06	
ETH_00025585	106	10.85	4.12	
ETH_00025590	5.2	5.6	3.23	
ETH_00025595	-7.3	3.89	6.77	
ETH_00025600	2.2	4.6	3.44	
ETH_00025605	1.6	2.09	1.43	
ETH_00025610	-8.3	1.18	4.24	
ETH_00025615	-14.9	1.71	5.6	
ETH_00025620	-1.4	0.83	1.31	
ETH_00025625	-1.3	3.03	3.41	
ETH_00025630	6.4	3.36	0.69	
ETH_00025635	-3.1	2.29	3.93	
ETH_00025640	-61.3	0.53	6.47	
ETH_00025645	1.1	0.91	0.73	
ETH_00025650	-1.1	0.4	0.55	
ETH_00025655	1.2	0.58	0.29	
ETH_00025660	2	1.09	0.06	
ETH_00025665	-2.1	0.09	1.18	
ETH_00025670	4.2	5.81	3.74	
ETH_00025675	-1.1	7.09	7.24	
ETH_00025680	4.5	2.5	0.32	
ETH_00025685	-1.3	6.82	7.23	
ETH_00025690	-2.3	0.22	1.46	
ETH_00025695	-34.6	1.26	6.37	
ETH_00025700	-5.6	3.29	5.79	
ETH_00025705	-5.7	2.86	5.37	
ETH_00025710	-1.4	5.85	6.34	
ETH_00025715	-1.7	6.37	7.12	
ETH_00025720	-2.7	6.66	8.11	
ETH_00025725	-49.4	0.82	6.45	
ETH_00025730	2.6	3.3	1.9	
ETH_00025735	-46.7	5.55	11.1	
ETH_00025740	1	2.46	2.42	
ETH_00025745	1.1	2.45	2.28	
ETH_00025750	-3.6	0.79	2.64	
ETH_00025755	1.8	6.18	5.34	
ETH_00025760	14.5	4.17	0.32	
ETH_00025765	2.6	4.42	3.02	
ETH_00025770	1.1	5.99	5.82	
ETH_00025775	2.8	3.55	2.06	
ETH_00025780	9.2	3.25	0.04	
ETH_00025785	5.3	2.6	0.2	
ETH_00025790	7.9	5.8	2.83	
ETH_00025795	-1.4	0.28	0.81	
