,DESeq normalised counts,,,DE of gametocytes over merozoites,,,,DE of gametocytes over sporozoites,,,
gene ID,gametocyte,merozoite,sporozoite,fold change,log2 fold change,p-value,adjusted p-value,fold change,log2 fold change,p-value,adjusted p-value
ETH_00022590,7163.1437261732,213.5685651455,328.4035643982,33.5402530859,5.06782167,1.67660543527175E-012,3.23411162609291E-011,21.8120157718,4.4470511986,5.40E-13,6.31E-12
ETH_00029730,2198.1530840698,65.6828978191,645.0295061293,33.4661404575,5.0646302741,6.61021195705419E-012,1.15318496933389E-010,3.4078333831,1.7688548006,0.0025946219,0.0060568076
ETH_00012225,810.8568329915,24.3524836697,337.7472934753,33.296679057,5.0573063879,1.39572318094341E-010,0.000000002,2.4007796618,1.2635030023,0.0173898697,0.0321475695
ETH_00033155,2399.1862146227,72.1896539537,190.1608737422,33.2344883681,5.0546092392,1.43199050819687E-011,2.38857063926658E-010,12.6166133306,3.6572527955,1.19E-10,1.04E-09
ETH_00017075,8631.9293766445,261.3222437052,31.5970925708,33.031743698,5.0457812243,1.6090581134709E-011,2.65960982378778E-010,273.1874572734,8.0937474371,1.43E-30,1.70E-28
ETH_00012305,914.7300023156,27.7179499931,49.2305033868,33.0013584173,5.0444535055,3.04007398411341E-010,4.15234057351059E-009,18.5805535062,4.2157215745,2.23E-10,1.85E-09
ETH_00019680,45.1486572281,1.3705245032,909.0762548629,32.9426122059,5.0418830539,0.0594430924,0.106428331,0.0496643235,-4.3316463291,0.0211569503,0.0382017868
ETH_00013545,590.6833017423,17.9417436667,26.2844738802,32.9222907603,5.0409928181,5.78749623003263E-010,7.64184017406913E-009,22.4727078212,4.4901020656,2.67E-10,2.18E-09
ETH_00002785,12014.1674306879,365.3319237024,55.0176715564,32.8856216805,5.0393850386,3.88941760698507E-012,7.08324276369896E-011,218.3692455682,7.7706258757,1.85E-28,1.56E-26
ETH_00009545,1386.7958368303,42.1917406935,311.325790619,32.8688936279,5.0386509908,1.17290203598786E-010,1.70951408567944E-009,4.4544842689,2.1552584091,0.0003572138,0.0010228441
ETH_00000895,224.5441374476,6.8334192898,4.7901017853,32.8597043334,5.0382475941,5.62654260165614E-007,4.58362274084917E-006,46.8766943821,5.5507989333,6.68E-10,5.20E-09
ETH_00015250,2271.1051010765,69.1795514711,7015.6251652014,32.8291388536,5.0369050017,6.8153614819648E-012,1.18444491736089E-010,0.3237209867,-1.6271771968,0.0039882685,0.0088541662
ETH_00027165,1747.948793026,53.3000650705,891.3804541003,32.7944964178,5.0353818165,9.94525749872592E-012,1.70886119431969E-010,1.9609458397,0.9715496896,0.0429891617,0.0707729549
ETH_00005770,9817.9720974093,299.6973464106,246.8881036234,32.7596230497,5.0338468515,1.60196183224923E-012,3.10985101222169E-011,39.7668901552,5.31349584,3.39E-17,6.81E-16
ETH_00025205,383.5375873849,11.732741694,157.8923603166,32.6895108909,5.0307558862,2.14060410154898E-007,1.88521928788928E-006,2.4291079481,1.2804266039,0.0344090529,0.058361015
ETH_00006170,330.7894693229,10.1412759342,324.9522675836,32.6181312361,5.0276022242,1.48193244129784E-006,1.1137686651072E-005,1.017963259,0.0256854916,0.8093985869,0.8587087162
ETH_00017020,2181.094871365,67.0885935193,21.038465344,32.5106662243,5.0228412156,4.72917970408597E-011,7.26414741078794E-010,103.6717667235,6.6958792435,4.45E-22,1.55E-20
ETH_00004240,11.1272137629,0.3426311258,0.2335506821,32.4757820435,5.0212923623,0.2291829048,0.3227976351,47.6436791405,5.5742129202,0.0977643342,0.1437203179
ETH_00019480,8894.2741205676,274.368108531,1726.0609460718,32.4173030466,5.0186921659,2.19982551816535E-012,4.13839340778157E-011,5.1529316742,2.3653934631,3.93E-06,1.69E-05
ETH_00007590,236.4240881118,7.2977402848,447.2613732376,32.3968898432,5.0177834135,1.08985543920674E-009,1.38493607622874E-008,0.5286038595,-0.9197411362,0.1912831368,0.2562377205
ETH_00006175,379.4081487942,11.7743834023,322.4085270562,32.2231862028,5.0100272485,1.54607017583973E-007,1.38758701157439E-006,1.1767931582,0.234860764,0.5819779765,0.6595222398
ETH_00006380,3117.7195272016,96.7950148213,6761.800939893,32.2095051378,5.0094145904,5.10582058055473E-009,5.91186636763722E-008,0.4610782771,-1.1169163977,0.1373769639,0.193435253
ETH_00016045,151.4483126041,4.7167876003,57.2007325393,32.1083596375,5.004877057,8.3787756083261E-006,5.40268188341819E-005,2.6476638651,1.404719976,0.1357954099,0.1914578643
ETH_00031145,693.4005118631,21.6530763716,10.0364417032,32.0231869118,5.0010449853,1.42538051438262E-010,2.0610414917951E-009,69.0882817206,6.1103691262,1.19E-16,2.22E-15
ETH_00017850,437.5913924542,13.7276835141,546.5284574943,31.8765647535,4.9944242575,7.22239438405978E-006,4.73739226169385E-005,0.8006744872,-0.3207122582,0.7858324803,0.8380749237
ETH_00015690,1558.1753563165,48.9643150487,172.3268801308,31.8226723843,4.9919830894,4.25211753333176E-011,6.57564752103711E-010,9.0419750832,3.1766379421,6.85E-08,3.96E-07
ETH_00026160,1593.7541188959,50.3956844865,135.4663818608,31.6248134168,4.982985063,1.21820776009511E-006,9.34027529672925E-006,11.7649419509,3.5564222971,1.27E-05,4.93E-05
ETH_00013925,1815.968095659,57.4692482591,583.270031908,31.598953365,4.9818048685,6.78871769684524E-011,0.000000001,3.1134260228,1.6385030002,0.0008671295,0.0022694017
ETH_00043395,1076.7674311617,34.1703317045,73.3549233916,31.5117640787,4.9778186159,5.93694335090831E-011,9.0130900388831E-010,14.6788706385,3.8756690694,3.70E-09,2.60E-08
ETH_00024985,876.3339270882,27.8396398624,385.0118660608,31.4779189465,4.9762682601,6.72770746522365E-011,0.000000001,2.2761218662,1.1865778033,0.0274135517,0.0477846116
ETH_00029955,21.4778584976,0.6852622516,25.1469242719,31.3425384912,4.970050126,0.0091179993,0.0223275968,0.8540948493,-0.2275318013,0.9435106565,0.9637521757
ETH_00014445,11068.1912638048,354.0924119968,935.5103013215,31.2579171109,4.9661497416,0.0314832557,0.0629113502,11.8311805313,3.5645221298,0.0514407634,0.0828114926
ETH_00021990,3914.0467369394,125.6562858575,161.5517387895,31.1488335839,4.9611062352,5.0849544703418E-012,9.06253096609705E-011,24.227821788,4.5985927994,4.50E-13,5.32E-12
ETH_00036655,194.1108950076,6.2698469074,818.0609038982,30.9594313663,4.9523070686,8.43145078372111E-010,1.08502901199819E-008,0.2372817159,-2.075327159,0.0003829491,0.0010900601
ETH_00008750,475.4355842027,15.3991974349,3173.2455158757,30.874049522,4.9483228179,0.0063814716,0.0165316715,0.1498262841,-2.7386373561,0.0707141977,0.1093420073
ETH_00013645,8080.075447759,262.7570567064,2415.9180275437,30.751126341,4.9425673488,4.1080454793229E-012,7.42213999076081E-011,3.3445155654,1.7417972596,0.0004934834,0.0013743715
ETH_00033705,229.513409212,7.5186815414,99.1122704327,30.5257521481,4.9319549382,1.35873976495225E-007,1.23477506129724E-006,2.3156911673,1.2114428608,0.1095761708,0.1590425803
ETH_00043205,597.4573875481,19.5940543611,46.2381639065,30.4917694183,4.9303479664,2.74301671653919E-009,3.32367656330724E-008,12.9213043311,3.691679804,3.92E-08,2.36E-07
ETH_00022175,20.8443008654,0.6852622516,14.9518692598,30.4179908007,4.9268529568,0.0281397663,0.057309649,1.3940933072,0.4793271246,0.8903609607,0.9226031599
ETH_00020115,1755.3912321963,57.7767081879,422.9377326605,30.3823337682,4.9251607872,4.76394130798598E-011,7.30524378051497E-010,4.1504720356,2.0532754243,0.0012976706,0.0032700584
ETH_00025225,1040.1841004778,34.2887863181,15.1714378959,30.3359847978,4.9229582413,2.83147969663429E-010,3.89072601688121E-009,68.5619983826,6.0993372553,7.27E-18,1.59E-16
ETH_00012615,979.9807312085,32.3162829798,117.3558720083,30.3246735344,4.9224202087,1.45056940628648E-005,8.68438009380437E-005,8.350504448,3.0618633524,0.0007228585,0.0019360771
ETH_00013930,1076.4235391005,35.560059434,47.9368121896,30.2705776153,4.9198442994,1.88647029292737E-010,2.66030215651767E-009,22.455050512,4.4889680623,6.76E-13,7.76E-12
ETH_00013220,1833.9476612437,60.7611369329,259.7844481681,30.1829056173,4.9156597913,1.73272268544524E-011,2.85883576528073E-010,7.0594974956,2.8195654942,1.33E-06,6.20E-06
ETH_00000405,1013.1031434442,33.6676042567,25.5414741555,30.0913345577,4.9112761868,1.56485513058373E-010,2.24140317291146E-009,39.6650223584,5.3097954571,1.65E-14,2.33E-13
ETH_00033550,334.0769714041,11.108324377,149.6229001799,30.0744702861,4.9104674217,1.64005178372259E-008,1.74200610881082E-007,2.2327930484,1.1588495378,0.0388099148,0.0649431529
ETH_00035395,362.0579176295,12.0561695934,94.5527408319,30.0309244013,4.908376979,1.11278735537825E-005,6.88810843315548E-005,3.8291636439,1.9370293168,0.0344113365,0.058361015
ETH_00037625,16.3064859461,0.544369156,22.9348348933,29.9548307719,4.904716778,0.0616081275,0.1094882266,0.7109920792,-0.4920946074,0.4697740187,0.5515419138
ETH_00020705,21058.6411583919,705.5937489267,29187.4400475522,29.8452773858,4.8994307573,0.0005186734,0.0019950994,0.7214966823,-0.4709353342,0.916651764,0.9427947629
ETH_00026420,1638.1414062443,54.8915308303,354.420693281,29.8432450592,4.8993325131,1.50217266932076E-010,2.16180180360924E-009,4.6220252861,2.2085251525,0.0008043818,0.0021221593
ETH_00018140,422.9596800365,14.1920045092,121.3892726564,29.8026737352,4.8973698622,3.55760259323167E-009,4.22100989085121E-008,3.4843250213,1.8008792062,0.0078452053,0.0161596762
ETH_00003545,2684.4811423852,90.2563227454,170.454525379,29.7428596771,4.8944714593,3.49045478304445E-011,5.45323791789342E-010,15.7489578902,3.9771844634,6.16E-11,5.57E-10
ETH_00006165,957.3177675558,32.2554380452,545.180592383,29.6792672979,4.891383571,4.78060988410112E-011,7.31105922359158E-010,1.7559645023,0.8122636803,0.1212638089,0.1736130806
ETH_00012465,133.2470092175,4.4958463438,2.7618725334,29.6378032142,4.8893666124,0.0003805979,0.0015317931,48.245169756,5.5923126037,1.34E-05,5.16E-05
ETH_00005990,447.3088254437,15.0982080174,30.6268499511,29.6266169422,4.8888219895,0.000000011,1.20233227700696E-007,14.6051202183,3.8684023283,5.82E-09,3.98E-08
ETH_00041920,273.2101283061,9.2318371704,271.9597785505,29.5943400283,4.8872493791,0.0001611737,0.0007208571,1.004597554,0.0066176674,0.8010298394,0.8508155529
ETH_00030900,879.8094535491,29.7545335216,121.2168332872,29.5689210825,4.8860096979,8.37045091542141E-009,9.34785730138372E-008,7.2581458341,2.8596010444,3.22E-05,0.0001153145
ETH_00008420,986.6472692338,33.4017860362,49.4423977641,29.5387578426,4.8845372544,6.63310829102583E-010,8.67055588070483E-009,19.9554899004,4.3187137918,6.94E-11,6.25E-10
ETH_00014925,328.3718957209,11.1275276033,1105.7985494438,29.509870245,4.8831256721,5.41737992908779E-010,7.18432768502863E-009,0.2969545365,-1.7516860224,0.0023758285,0.0056045814
ETH_00011270,111.1768699101,3.7689423838,45.6725956148,29.4981611782,4.8825531191,0.0012729824,0.0043198965,2.4342139616,1.2834559831,0.351136329,0.4315336566
ETH_00036135,42.205558921,1.4313694378,18.0461960221,29.4861395004,4.8819650435,0.0013869663,0.0046456241,2.338750996,1.2257382679,0.2490982707,0.3221886699
ETH_00011805,3028.3988992686,102.7159683992,321.9906873072,29.4832336828,4.8818228609,9.87835214482204E-007,7.72985291332387E-006,9.4052375384,3.2334643809,1.30E-05,5.04E-05
ETH_00004060,2910.853989836,98.8028976641,82.1750965354,29.4612208615,4.8807453112,1.28076290601671E-011,2.14810307987068E-010,35.4225807156,5.1465974185,3.23E-15,5.08E-14
ETH_00001950,1462.9234834213,50.2355881646,64.6619784822,29.1212571977,4.8640007346,5.56363344688763E-007,4.53642462639881E-006,22.6241682943,4.499792852,9.76E-09,6.47E-08
ETH_00000120,19.9160532401,0.6852622516,97.1361819217,29.0634033808,4.8611317501,0.0980305711,0.1613530951,0.205032284,-2.2860770031,0.1392323711,0.1956086685
ETH_00006275,652.5610581272,22.4984349451,159.8945806151,29.0047312055,4.8582163444,3.11953326648363E-008,3.13464994751064E-007,4.0811955954,2.0289918548,0.0041988438,0.0092678095
ETH_00015165,19.7900974509,0.6852622516,12.8437105709,28.8795966865,4.8519786895,0.0268637223,0.0551913087,1.5408395683,0.6237166567,0.7499672433,0.8073451579
ETH_00030935,2146.4847733283,74.3830985485,414.1648640658,28.8571572738,4.8508572814,1.23140870526554E-009,1.5497066243921E-008,5.1826819693,2.3736988667,1.09E-05,4.27E-05
ETH_00005875,433.3518468424,15.0181598564,20.3584345126,28.8551893831,4.8507588947,0.000000013,1.40716814009599E-007,21.286108545,4.4118403201,2.07E-10,1.72E-09
ETH_00022040,159.0582924227,5.5237397212,6136.8363866826,28.7953995756,4.8477664364,2.38839409024474E-008,2.45126070634342E-007,0.0259186138,-5.2698676274,3.02E-13,3.62E-12
ETH_00018455,56.8139615321,1.9757385939,94.0439896321,28.7558089458,4.8457815184,2.56259033214684E-005,0.0001427025,0.6041211326,-0.7270902409,0.3511628686,0.4315336566
ETH_00006840,155.1586016538,5.4436915602,14.1902969654,28.5024601298,4.8330145427,2.37145997000883E-006,1.70775065243572E-005,10.9341335162,3.4507669923,3.68E-05,0.0001300601
ETH_00011290,1378.14337444,48.4231811483,836.4780013536,28.4604055694,4.8308843157,3.2509486280157E-011,5.10527629638816E-010,1.6475548337,0.7203264816,0.070977242,0.1096192104
ETH_00018505,9121.6658982744,320.9053050134,394.7297848329,28.4247899794,4.8290777845,0.0326162778,0.0648346229,23.1086334216,4.5303600404,0.0164462848,0.0306818674
ETH_00026840,996.0135801372,35.1117064096,175.1651325329,28.3669944297,4.8261413956,1.22036199830844E-009,1.53792581112793E-008,5.6861406476,2.5074497847,7.58E-05,0.000251363
ETH_00027145,1131.7945852419,39.9534191348,414.904043506,28.3278530286,4.8241493587,2.28416232553564E-010,3.19153094306083E-009,2.727846602,1.447762518,0.0135299826,0.0260366892
ETH_00028235,2815.2629200501,99.7731813626,3.039242603,28.2166297757,4.8184737761,2.09646465512823E-011,3.41573991310535E-010,926.3041118328,9.8553421075,2.40E-33,4.89E-31
ETH_00021210,1004.2297406447,35.6401075949,62.1980329406,28.1769559188,4.8164438542,3.44249863087506E-010,4.65323814934875E-009,16.1456832824,4.0130765917,7.31E-10,5.67E-09
ETH_00002830,1223.6643465647,43.5622651967,10784.5366714736,28.0900072813,4.8119850933,5.37494624302787E-011,8.18714683161708E-010,0.1134647119,-3.1396844129,3.92E-08,2.36E-07
ETH_00033370,2627.7647197331,93.5801473605,3957.0602691392,28.0803652682,4.8114897972,1.15075003205078E-011,1.9492056032414E-010,0.6640699259,-0.590592931,0.3435222816,0.4236219843
ETH_00001245,241.6197250801,8.6074198534,19.461482161,28.0710978661,4.8110135839,1.35637173034121E-006,1.02957867451191E-005,12.415278707,3.6340447434,1.51E-05,5.76E-05
ETH_00033310,66009.6491675576,2352.4626135499,977.81630123,28.0598079593,4.8104332301,1.22811160391814E-011,2.06739672954781E-010,67.5072087513,6.0769696633,1.18E-21,3.95E-20
ETH_00030420,2357.1051990717,84.2041818388,1272.440861013,27.9927332301,4.8069804544,2.61542810318812E-011,4.17918844369324E-010,1.8524280941,0.8894175424,0.079728257,0.1208523638
ETH_00036410,770.6630069695,27.5546184156,513.7030501603,27.9685603098,4.8057340874,5.96669955730086E-006,3.99984549273536E-005,1.5002110786,0.5851655012,0.5431862406,0.6221815636
ETH_00026200,539.9258466927,19.31226817,2167.0740574359,27.9576610029,4.8051717617,1.56918298171708E-010,2.24407923592267E-009,0.2491496979,-2.0049152703,0.0002520813,0.0007470282
ETH_00001980,1679.8908285245,60.0950779076,10.8624195209,27.9538838623,4.8049768373,6.01977148781526E-011,9.12365366359243E-010,154.6516248327,7.2728781808,1.09E-22,4.16E-21
ETH_00022565,273.6951975671,9.8178480347,60.29760118,27.8773104451,4.8010194741,4.38515692345029E-008,4.26547673449472E-007,4.5390727361,2.1823976068,0.0014316937,0.0035704639
ETH_00037430,171.7844999138,6.1673602645,22.6981653967,27.8538130654,4.7998029346,1.02458251223789E-005,6.4029389326428E-005,7.5682107744,2.9199522682,0.0005746527,0.0015741085
ETH_00016985,1070.4598484386,38.4452367917,37.031290534,27.8437574527,4.7992820077,4.63780442191034E-010,6.21370448539059E-009,28.9069009749,4.8533420448,1.61E-12,1.78E-11
ETH_00027865,6006.8096732275,215.8293251862,250.1516106237,27.8312952517,4.7986361473,3.01302055417573E-011,4.77270825282975E-010,24.0126763855,4.5857243062,2.32E-13,2.84E-12
ETH_00005290,106.4155447333,3.8297873185,619.3952493979,27.7862805122,4.7963008223,3.8562039508538E-008,3.81605258650651E-007,0.1718055552,-2.5411514089,0.0001080163,0.0003479006
ETH_00002355,1145.8888723263,41.3047404117,221.3122016028,27.742309016,4.7940159643,4.92176821274124E-010,6.57484819517586E-009,5.1777031001,2.3723122406,0.0001365191,0.0004312122
ETH_00002275,7814.0970821046,282.661806252,4297.8460804823,27.644686722,4.7889303176,2.1492681261004E-011,3.48311232371936E-010,1.8181426081,0.8624653634,0.1094576381,0.1588957155
ETH_00042095,408.1098107598,14.7780153735,592.7982407231,27.616009352,4.7874329531,0.000023064,0.0001304624,0.6884463933,-0.5385837734,0.4880793824,0.5691670455
ETH_00039210,862.3973178962,31.4484859243,80.859713954,27.4225385594,4.7772902254,0.0006777046,0.0025054202,10.6653520737,3.4148596861,0.0024339341,0.0057195578
ETH_00002465,172.1514900788,6.2890501337,57.1242883777,27.3732100107,4.774692722,2.2871663156622E-006,0.000016562,3.0136303658,1.5915024753,0.0479055586,0.0777902707
ETH_00022045,2006.9613336649,73.6018201652,9217.5361977665,27.2678220343,4.7691275672,1.1514925692099E-011,1.9492056032414E-010,0.2177329484,-2.199368355,0.0002303793,0.0006891818
ETH_00004645,3246.619490808,119.4280806583,4718.9346686994,27.184724672,4.7647243114,8.85793571883337E-010,1.13670612515662E-008,0.6879983977,-0.5395228899,0.3441174193,0.4241845729
ETH_00012840,1441.0156334496,53.043952617,37.6592858621,27.1664452281,4.7637538939,8.04634323579271E-010,1.03839937317359E-008,38.2645501756,5.2579365348,2.65E-13,3.20E-12
ETH_00018615,777.4965941932,28.7042016622,760.2335215891,27.0865082172,4.7595025193,1.01956517857674E-006,7.95086554643947E-006,1.022707592,0.032393715,0.9953142566,1
ETH_00003900,961.8012211243,35.5184177257,80.122550318,27.0789433401,4.7590995388,0.0387521605,0.0747199307,12.0041263952,3.5854585096,0.0468863256,0.0763653526
ETH_00023990,206.5117014969,7.6403714106,45.4448810213,27.0290134338,4.756436949,5.27912336595823E-007,4.32376315897692E-006,4.5442236145,2.1840338295,0.0076024042,0.0157090057
ETH_00000315,9337.3098533236,346.5256182358,280.9270488116,26.9455109866,4.7519730407,0.0375681021,0.072883556,33.2374895647,5.054739514,0.00748997,0.0155081657
ETH_00004330,873.7992748773,32.4539408198,907.9771894656,26.9242887861,4.7508363309,1.18173994209011E-006,9.09122700811987E-006,0.9623581793,-0.0553541455,0.8957466052,0.9268088675
ETH_00004005,831.2895320328,30.884913542,21.4788481813,26.9157150433,4.7503768474,1.17320837350323E-009,1.4825973961002E-008,38.7027053321,5.2743625097,1.13E-13,1.44E-12
ETH_00018965,442.354229831,16.4687325206,35.7691188625,26.8602473978,4.7474006877,5.0184613717661E-008,4.85561416288377E-007,12.3669311378,3.6284156339,1.29E-07,7.17E-07
ETH_00004285,920.6351841149,34.3720697347,312.3601111213,26.7843976584,4.7433209472,0.0002386259,0.0010136047,2.9473519548,1.5594193486,0.1384939063,0.1947504116
ETH_00012375,129.5567974992,4.8384774696,774.7968517149,26.7763564704,4.7428877576,0.0037056629,0.0105001454,0.1672138925,-2.5802333799,0.0806884887,0.1220654924
ETH_00000605,167.6637215442,6.2698469074,11.484683998,26.7412783789,4.7409965307,0.0081125754,0.0202238081,14.5988972421,3.8677874912,0.0106145152,0.0209816486
ETH_00007230,287.623618677,10.7848964775,21.090064228,26.6691126129,4.7370979164,2.833537062987E-007,2.42525254809507E-006,13.6378730557,3.769546756,4.33E-07,2.21E-06
