,DESeq normalised counts,,,DE of gametocytes over merozoites,,,,DE of gametocytes over sporozoites,,,
gene ID,gametocyte,merozoite,sporozoite,fold change,log2 fold change,p-value,adjusted p-value,fold change,log2 fold change,p-value,adjusted p-value
ETH_00036815,131.6514588961,680.5687357204,35.0669600277,0.1934432953,-2.3700173689,0.0012829168,0.004344964,3.7542877624,1.9085392355,0.0183624968,0.0337007555
ETH_00036110,1080.6304591323,5589.6703861658,1677.0169385073,0.1933263295,-2.3708899601,0.000044518,0.0002337068,0.6443765917,-0.6340240086,0.2808897097,0.3571557108
ETH_00019350,1346.7003328458,6967.3449471114,1045.79942074,0.1932874492,-2.371180133,6.55096454813496E-005,0.000329862,1.2877233494,0.3648226825,0.4361297989,0.517614532
ETH_00019405,2186.1053688184,11313.6988277128,7442.1744705711,0.1932264065,-2.3716358271,4.6303739471549E-005,0.0002419675,0.2937455145,-1.767361273,0.0015220378,0.0037701099
ETH_00037660,367.8000794219,1903.8638142276,1273.4217344303,0.1931861285,-2.3719365882,0.0001270835,0.0005859069,0.288828178,-1.7917165967,0.0042795922,0.0094188045
ETH_00037380,577.2050657591,2989.2095280567,1530.9018309663,0.1930962217,-2.3726081594,5.5764307553349E-005,0.0002871295,0.3770359758,-1.4072259064,0.0132087777,0.0255204395
ETH_00022755,73.5251378268,380.8625167735,168.4937134136,0.1930490258,-2.372960821,0.0036365394,0.0103378307,0.4363672468,-1.1963852761,0.0492638256,0.0796850861
ETH_00038635,21.6519699906,112.2039180231,62.4251004396,0.1929698211,-2.3735528552,0.0050412785,0.0135643248,0.3468471791,-1.5276279438,0.0556367722,0.0885547929
ETH_00043320,366.9408085105,1905.5769698566,5810.2963431922,0.1925615256,-2.3766086177,0.0001062541,0.0005031702,0.0631535445,-3.9849924827,4.38E-10,3.50E-09
ETH_00034335,671.5779372505,3487.6939806759,2534.9288452386,0.1925564401,-2.3766467193,0.000042054,0.0002223063,0.2649296995,-1.9163185111,0.0007726774,0.002049732
ETH_00008690,606.0769166921,3147.8296882568,64.3154779143,0.1925380267,-2.3767846851,0.0033178088,0.0095917895,9.4235001643,3.2362630186,0.0002595003,0.0007672765
ETH_00038510,183.9407395422,956.215004494,652.8318513571,0.1923633688,-2.378093998,0.000194677,0.0008470353,0.2817582187,-1.8274704015,0.0013346777,0.00335685
ETH_00041265,299.1433124948,1555.209039895,100.0836825936,0.1923492629,-2.3781997937,0.00019423,0.0008458971,2.9889319092,1.5796300314,0.0032109852,0.0073056693
ETH_00007080,1058.4145329053,5503.2266329223,475.1102344472,0.1923261758,-2.3783729664,4.37598769443711E-005,0.0002299914,2.2277241284,1.1555705867,0.0527066473,0.0845817956
ETH_00019300,249.3323605366,1297.1968465517,416.0989948215,0.1922085774,-2.3792553761,2.35111508858691E-005,0.0001326628,0.5992140419,-0.7388566627,0.0872657969,0.1305708428
ETH_00035165,1219.7313227587,6345.8742903243,153.621140041,0.1922085542,-2.3792555502,7.14672481291856E-005,0.0003557377,7.939866365,2.9891147257,8.47E-07,4.08E-06
ETH_00008860,5780.8202084349,30083.911420287,74978.7383040248,0.192156536,-2.3796460458,0.08140776,0.1380089933,0.0770994596,-3.6971354407,0.0126873518,0.0246168486
ETH_00000230,197.2489823023,1026.8483638849,228.8525621715,0.1920916362,-2.3801333908,0.0001480307,0.0006704438,0.8619041903,-0.2144005873,0.9145429145,0.941048427
ETH_00013520,506.6876720284,2641.8961609264,2844.4205007267,0.1917893971,-2.38240513,0.0001434101,0.0006529312,0.1781338842,-2.4889661265,6.42E-05,0.0002160309
ETH_00028855,1808.6499472595,9475.7928103689,143009.965663254,0.1908705671,-2.3893334437,0.1141780299,0.1827649727,0.0126470204,-6.3050586641,0.0004886837,0.0013618323
ETH_00034080,124.6144916032,652.9821813635,3398.9904376072,0.1908390384,-2.3895717727,0.0031753671,0.0092385361,0.0366622072,-4.7695625468,2.46E-07,1.31E-06
ETH_00009355,62.8533921448,329.5349550412,103.2286082291,0.1907336117,-2.3903689927,0.000773685,0.0028180047,0.6088757102,-0.7157803341,0.273090458,0.3483995258
ETH_00003985,1201.8100332136,6306.6471502264,1990.265612396,0.1905624343,-2.3916643471,7.18673834275259E-005,0.0003575344,0.6038440426,-0.7277521083,0.2012577868,0.2679536813
ETH_00043860,895.2598059529,4700.815014077,1564.3821174373,0.1904477848,-2.392532588,0.000046038,0.0002409927,0.5722769367,-0.8052146289,0.2435559873,0.3159570661
ETH_00003215,1108.6934632481,5823.2872042852,1962.473073004,0.1903896243,-2.3929732366,6.17124491328821E-005,0.0003136849,0.5649470958,-0.8238123214,0.2616943985,0.3361887193
ETH_00013165,16765.5689282852,88086.3903911412,209.8325604168,0.1903309791,-2.3934176948,0.0002750079,0.001154704,79.8997490903,6.3201190675,4.91E-18,1.10E-16
ETH_00007505,2074.1528818145,10899.3393420022,5414.884886621,0.1903007895,-2.393646548,0.0041873535,0.0116429001,0.3830465329,-1.384408432,0.0282282951,0.049008943
ETH_00003730,3426.1978431042,18010.376681282,71.5808601714,0.1902346577,-2.3941479888,4.66492129254709E-005,0.0002434939,47.8647201906,5.5808907705,4.03E-19,1.05E-17
ETH_00006540,1075.446400796,5654.2734182092,749.9295471403,0.1902006361,-2.3944060238,5.88869064177671E-005,0.0003013371,1.4340632462,0.5201086523,0.2965826366,0.3740976248
ETH_00029985,5073.8739458933,26677.0598199714,4358.3060845695,0.1901961453,-2.3944400874,3.32161455850746E-005,0.0001795404,1.164184857,0.2193201572,0.7820468593,0.8353993272
ETH_00006125,1927.9075924689,10141.3143795726,10550.3726573265,0.190104312,-2.3951368392,3.55197096345457E-005,0.0001905243,0.1827336015,-2.4521861505,1.85E-05,6.95E-05
ETH_00007060,9201.4160298367,48412.1221791385,33972.9001501261,0.1900642983,-2.3954405337,0.000042508,0.0002243166,0.270845762,-1.8844565779,0.0007493411,0.0019953384
ETH_00026410,462.1340049936,2432.4682865915,1027.3207796009,0.1899856239,-2.3960378402,6.09462424454491E-005,0.0003103089,0.4498439184,-1.152503576,0.0229879275,0.040990737
ETH_00002150,907.6718222487,4781.0802431354,566.7589349024,0.1898465987,-2.3970939431,3.03771885641549E-005,0.0001658656,1.6015130355,0.679435541,0.3605632208,0.4411914376
ETH_00026230,991.7537630784,5230.4685684544,1725.8689439258,0.1896108829,-2.3988863236,4.10376849254949E-005,0.0002173116,0.574640251,-0.7992690442,0.2186365105,0.2877457523
ETH_00027350,44.5610884996,235.0164599236,6.229022716,0.1896083726,-2.3989054237,0.0016032449,0.0052430129,7.1537848763,2.8387067352,0.0010996961,0.0028153204
ETH_00003975,1362.6561731491,7187.7565396468,10978.387150448,0.1895801792,-2.3991199577,2.70368705561726E-005,0.0001496871,0.1241217088,-3.0101726308,1.69E-07,9.28E-07
ETH_00017100,261.5501448066,1380.8989258658,7963.2740379976,0.1894057124,-2.4004482523,0.0002475661,0.0010471919,0.0328445491,-4.9282022317,4.34E-12,4.57E-11
ETH_00041835,323.0784889538,1707.356671286,849.2791596366,0.1892272976,-2.4018078705,6.44020955997756E-005,0.0003257232,0.3804149499,-1.3943541513,0.0183076446,0.0336135547
ETH_00007610,144.8257465493,765.3649823196,1661.4944271469,0.1892244222,-2.4018297932,0.1173360119,0.1869671276,0.0871659538,-3.5200914471,0.0229474687,0.0409265602
ETH_00012100,1088.1813954369,5760.1041694514,2632.4883080083,0.1889169646,-2.4041758345,2.75752383968969E-005,0.0001518385,0.4133660887,-1.2745080556,0.017267843,0.031941325
ETH_00007960,802.2458404921,4246.5552338089,531.6018138284,0.1889168506,-2.4041767053,6.36305991497402E-005,0.0003225364,1.5091104274,0.5936983773,0.1472677049,0.2053542665
ETH_00021925,3968.6371415648,21015.7007172237,51077.7214252985,0.1888415331,-2.4047519947,4.91329471513066E-005,0.0002557268,0.0776980067,-3.6859786022,4.32E-10,3.44E-09
ETH_00035630,170.2249946885,901.4868052413,143.3615684025,0.1888269398,-2.4048634874,0.0001547381,0.0006970311,1.1873823409,0.2477845622,0.8234093893,0.8701465166
ETH_00002020,4248.6382286418,22516.914431029,4766.4264752777,0.1886865202,-2.405936735,3.25645856035931E-005,0.0001762273,0.8913676211,-0.1659075388,0.7481673616,0.8057863647
ETH_00004345,247.9884686127,1314.8578455655,92.1597639587,0.1886047754,-2.4065618901,0.0001780551,0.0007859578,2.6908539905,1.4280641105,0.0217831413,0.0390782559
ETH_00030025,893.2744664206,4738.2976875275,1485.5515920286,0.1885222342,-2.4071934107,0.000057455,0.0002946385,0.6013082758,-0.7338232804,0.1400907888,0.196603589
ETH_00006295,2239.3332502485,11878.4146157934,1749.0612932898,0.188521223,-2.4072011494,3.69136560820866E-005,0.0001976527,1.2803057611,0.356488394,0.4963961145,0.5771022223
ETH_00022485,882.8010896687,4689.8852536845,1170.0094315532,0.1882351149,-2.4093923096,0.0064573651,0.0167045647,0.7545247635,-0.4063598441,0.8689096271,0.9053818888
ETH_00016715,777.9860807819,4137.1404770118,27.9092685038,0.1880492299,-2.4108176965,2.51523589780124E-005,0.0001406189,27.8755453829,4.8009281264,1.15E-14,1.67E-13
ETH_00033715,90.4176141614,481.0870781085,0.426365712,0.1879443832,-2.4116222944,0.0002966033,0.0012340211,212.0658665094,7.7283686174,2.21E-13,2.71E-12
ETH_00034890,2738.261216378,14582.1766329094,101.2823219803,0.1877813776,-2.4128740979,3.84294947081266E-005,0.0002045687,27.0359245606,4.7568057887,2.46E-15,3.94E-14
ETH_00005830,1087.0096811237,5797.8874157041,2421.6020240392,0.1874837511,-2.4151625298,3.67291565849222E-005,0.0001968959,0.4488803983,-1.1555969968,0.0413228453,0.0684232218
ETH_00039860,244.4779909254,1304.1428748667,936.7082548766,0.1874625822,-2.4153254343,0.0055270497,0.0146510173,0.2609969429,-1.9378951864,0.0407927688,0.0676753015
ETH_00015030,5493.0332251866,29302.6108259894,16313.4904546739,0.1874588329,-2.4153542894,3.84984893753786E-005,0.0002046971,0.3367172243,-1.5703905726,0.0043435622,0.0095377357
ETH_00007765,1487.0161082069,7951.9917668689,494.5454322655,0.1869992012,-2.4188959876,2.61694017998724E-005,0.0001453254,3.0068341778,1.5882453077,0.0084360939,0.0172372564
ETH_00029645,1372.9785497948,7353.0224613341,2184.1634347067,0.1867230186,-2.4210283057,3.13772749834345E-005,0.00017051,0.6286061418,-0.6697717268,0.3216189033,0.4004933598
ETH_00016720,1004.4740250831,5381.25422893,784.5165053471,0.186661693,-2.4215022087,4.21634047479139E-005,0.0002227556,1.2803733487,0.3565645523,0.606644838,0.6807382968
ETH_00039650,109.6447655186,587.4533259703,246.9191243613,0.1866442161,-2.4216372931,0.0001247995,0.0005768342,0.4440513298,-1.1712016415,0.0237826201,0.0422843169
ETH_00022255,364.2920675927,1954.2631505851,2365.5379738487,0.186408912,-2.4234572599,7.53287042714861E-005,0.0003731265,0.1539996701,-2.6990008345,3.01E-06,1.32E-05
ETH_00007075,2153.2577094562,11555.0490064264,108.1033001334,0.1863477782,-2.4239304767,4.04128357231892E-005,0.0002142514,19.9185196641,4.3160385258,6.31E-13,7.29E-12
ETH_00011635,24235.4420339511,130136.915447038,3259.1551074749,0.1862303402,-2.4248399626,2.22064050198848E-005,0.0001260804,7.4361118863,2.8945484777,1.05E-06,4.99E-06
ETH_00033745,79.2583562989,426.2369806789,777.7046503214,0.1859490375,-2.4270208146,0.001876126,0.0059643811,0.1019131829,-3.2945874121,5.34E-05,0.0001826405
ETH_00004715,1481.8998240498,7971.8170802027,431.1143536076,0.1858923517,-2.4274606815,0.0390518877,0.0751390601,3.4373706457,1.7813054234,0.1256977708,0.1788708374
ETH_00018620,4311.7735021807,23221.5886905286,24121.0139215639,0.1856795226,-2.4291133764,2.65122579118524E-005,0.0001470504,0.1787558979,-2.4839372516,6.47E-06,2.65E-05
ETH_00031395,1910.2113446921,10315.0179190245,6956.2978539171,0.1851873995,-2.4329421563,0.0001220445,0.0005663956,0.2746017184,-1.8645874411,0.0044194683,0.0096847678
ETH_00014775,7838.5735933293,42442.3851750403,3824.4601612376,0.1846873959,-2.4368426829,0.0011867393,0.0040644929,2.0495895533,1.0353350274,0.0845938757,0.1271337
ETH_00028525,280.221472477,1518.1757610072,267.1431551686,0.1845777542,-2.4376994087,4.95048250645032E-005,0.0002575154,1.0489562134,0.0689544567,0.5956744815,0.6712237976
ETH_00006930,67430.4991254391,365459.945017394,207869.661676055,0.1845085899,-2.4382401115,0.0005657512,0.0021482621,0.3243883623,-1.6242060322,0.0343478247,0.0582748794
ETH_00009770,490.7818983728,2662.9436065921,971.0504349468,0.1843005226,-2.439867933,4.40105750137696E-005,0.0002311759,0.5054133964,-0.9844641904,0.0715792502,0.1103118984
ETH_00016935,4984.8538918798,27053.877649092,177.0998050318,0.1842565401,-2.4402122669,5.3153109415898E-005,0.0002755506,28.147145001,4.8149166903,1.92E-16,3.51E-15
ETH_00024550,44.5939998544,242.1573391421,511.8385295912,0.1841529974,-2.4410232149,0.0002502204,0.0010569494,0.0871251328,-3.52076724,1.64E-07,9.03E-07
ETH_00001955,507.9460636072,2759.13079699,19.2748696808,0.1840964061,-2.4414666322,3.47358352775293E-005,0.0001869792,26.3527625359,4.7198823011,7.89E-12,7.98E-11
ETH_00035710,81.2790959826,441.5306645228,2984.6611362685,0.184084827,-2.4415573761,0.1022930472,0.1671122225,0.0272322694,-5.1985389781,0.0026120707,0.0060850885
ETH_00009190,1290.1597232328,7020.1878972619,524.5002102157,0.1837785173,-2.4439599612,1.31237699976058E-005,7.98026285359828E-005,2.4597887629,1.2985344278,0.0246888476,0.0437088991
ETH_00034910,1981.3668573169,10792.851417245,8.1319612758,0.1835814078,-2.4455081376,0.000028824,0.000158142,243.6517821615,7.9286769648,1.59E-27,1.20E-25
ETH_00041210,495.8618815773,2701.482665798,117.857169228,0.183551754,-2.4457411945,0.000103802,0.0004935329,4.2073119932,2.0728988051,0.0002585186,0.0007648678
ETH_00037770,33.6260087778,183.4392562491,0,0.1833086847,-2.4476529565,0.0038848119,0.0109196007,Max,Max,2.06E-08,1.30E-07
ETH_00037970,1668.8857722782,9107.3477702848,7015.6220164272,0.1832460794,-2.4481457634,0.000043325,0.0002280998,0.2378813694,-2.0716858091,0.0002915043,0.0008535575
ETH_00011050,6348.8610456332,34668.9640868567,222848.59606769,0.1831280863,-2.4490750214,0.0086365405,0.0213365197,0.0284895717,-5.1334222591,5.74E-07,2.84E-06
ETH_00019515,1358.7939073966,7421.3907838904,1551.1977110492,0.1830915454,-2.4493629217,4.07788343818795E-005,0.0002160663,0.8759643582,-0.1910559252,0.9623934084,0.9790082586
ETH_00020210,266.8350740892,1457.6450627902,48.6096053814,0.1830590182,-2.4496192467,8.33872251178804E-005,0.0004066409,5.4893486996,2.4566349865,1.56E-05,5.93E-05
ETH_00011250,3636.6806832932,19870.407191427,34575.9858760562,0.1830199376,-2.4499272757,0.0028420896,0.008432919,0.1051793779,-3.2490762265,0.0001215393,0.0003868311
ETH_00015265,3507.9010934638,19167.2435880145,19.0304206878,0.1830154178,-2.449962904,0.000027388,0.0001512639,184.3312426462,7.5261568065,9.70E-27,6.63E-25
ETH_00014375,3031.1847359195,16563.8379444852,7903.8771389737,0.1830001444,-2.4500833079,3.21948876995759E-005,0.0001745372,0.3835060544,-1.3826787412,0.0105102861,0.0208115479
ETH_00021750,1746.6941702024,9563.475900787,106386.649196114,0.1826421887,-2.4529080414,0.0039823527,0.0111481041,0.0164183587,-5.9285462755,7.85E-10,6.05E-09
ETH_00008115,222.5966313308,1219.5131951007,29.9700523714,0.182529088,-2.4538017032,0.0001375107,0.0006288958,7.4273020471,2.8928382498,2.40E-06,1.07E-05
ETH_00016585,1671.8731505926,9160.8466570784,1785.8428880109,0.1825020343,-2.4540155497,2.5634527354422E-005,0.0001427025,0.9361815431,-0.0951397724,0.4914640281,0.5725309039
ETH_00000705,1464.9547939944,8029.8207965171,1412.2937391442,0.1824392886,-2.4545116449,2.37544203427048E-005,0.0001338699,1.0372876077,0.0528159642,0.7577132043,0.8142483519
ETH_00008005,2149.5519842493,11782.4177911974,62484.3440820951,0.1824372571,-2.4545277097,0.0549080241,0.0996580092,0.0344014491,-4.8613868514,0.0006689032,0.0018015739
ETH_00023170,442.9679765957,2429.6534516278,1089.5223598717,0.1823173491,-2.4554762416,3.82248628169005E-005,0.0002037171,0.4065707992,-1.2984214935,0.0247467312,0.043794447
ETH_00041565,399.5313245681,2195.2801956322,421.3552157537,0.1819955946,-2.4580245659,0.000031133,0.0001693842,0.9482054799,-0.0767283641,0.9680822089,0.9822367117
ETH_00011755,1667.6928744328,9177.93855707,1199.1397814598,0.1817066942,-2.4603165248,3.84642878480657E-005,0.0002046345,1.390741013,0.4758537829,0.3290283315,0.4087751955
ETH_00025300,783.4909569664,4314.5747607025,1607.1845009911,0.181591698,-2.4612298478,6.89974010023304E-005,0.0003449492,0.4874928526,-1.0365470282,0.0622838247,0.097792224
ETH_00005130,17190.1050989515,94686.1751962754,4683.1061110711,0.1815482045,-2.4615754327,1.70716104894594E-005,9.97830711760586E-005,3.6706631648,1.8760407329,0.0007442577,0.0019852652
ETH_00011085,2335.5667485436,12885.2929977634,9511.7956670762,0.1812583345,-2.4638807611,2.43414515279603E-005,0.0001366716,0.2455442516,-2.0259450466,0.0002024928,0.0006133711
ETH_00043745,196.2459121626,1083.2254302687,11.4614156671,0.1811681176,-2.4645990059,5.92361020480142E-005,0.0003027844,17.1223100063,4.0978054467,1.13E-09,8.52E-09
ETH_00036380,13.3822545038,74.1205155836,71.222954515,0.1805472398,-2.46955173,0.0527163579,0.0966607816,0.1878924371,-2.4120210969,0.0304762566,0.0524661998
ETH_00030020,3644.3786273158,20191.5321748771,6856.1749084372,0.180490445,-2.4700056308,2.02144163305102E-005,0.0001159248,0.5315469159,-0.911731061,0.0699609644,0.1082504111
ETH_00036010,137.1636100303,761.0747341846,196.0654051114,0.1802235758,-2.4721403466,7.32551033204119E-005,0.000363843,0.6995808871,-0.5154372203,0.4210300744,0.5032311827
ETH_00014720,1153.5410517547,6402.257410604,102.5119605705,0.1801772371,-2.4725113364,2.24570896283328E-005,0.0001271871,11.2527459755,3.4922051961,1.90E-09,1.40E-08
ETH_00031165,366.8812532837,2036.9462090581,10.328195359,0.1801133735,-2.4730227892,0.000057481,0.0002946385,35.5222999304,5.1506530885,5.46E-15,8.38E-14
ETH_00016695,141.1878344189,783.9451258642,51.8644947259,0.1800991291,-2.4731368901,0.012347275,0.0286512048,2.7222444789,1.444796638,0.1179273287,0.1693922426
ETH_00037715,587.5291204306,3268.8151050162,165.7146289167,0.1797376424,-2.4760355112,1.47393496743768E-005,8.78966185810547E-005,3.5454270047,1.8259593935,0.0016651,0.0040814333
ETH_00026345,731.301986049,4073.0215941127,82.112669499,0.1795477802,-2.477560278,2.99151096667259E-005,0.0001635383,8.9060797866,3.1547905365,7.62E-07,3.70E-06
ETH_00035790,272.3769692909,1518.9061085305,122.7643455897,0.1793244281,-2.4793560649,5.51417051290578E-005,0.0002842886,2.2186976844,1.149713102,0.0552020441,0.0879698545
ETH_00043595,30.9963111583,172.9361459627,61.5356955748,0.1792355842,-2.480071006,0.0008069044,0.0029261286,0.5037126967,-0.9893269987,0.1397152934,0.1962269376
ETH_00028550,434.1673591147,2423.5113484857,523.9744498482,0.1791480611,-2.4807756655,0.000028476,0.0001563268,0.828604065,-0.2712451969,0.6635230411,0.7320090397
ETH_00018010,5481.9623081907,30613.0911432361,5225.6788654564,0.1790724851,-2.4813844138,1.89085682673673E-005,0.0001089841,1.0490430907,0.0690739396,0.8740934493,0.9097484372
ETH_00002325,1481.0752811022,8275.4523508292,12643.6293206676,0.1789721236,-2.4821932016,0.0303460967,0.0610131745,0.1171400429,-3.0936937669,0.0114425002,0.0224007912
ETH_00026445,1242.2104524692,6942.0878287279,5513.7917372264,0.1789390286,-2.4824600053,2.96792753347207E-005,0.0001624437,0.2252915075,-2.1501351636,0.0001820862,0.0005576427
ETH_00036265,361.9207590136,2022.9326708665,2852.0449482947,0.1789089495,-2.4827025384,1.76427605830223E-005,0.0001027266,0.1268986869,-2.9782509537,1.76E-07,9.63E-07
ETH_00032910,922.5393047222,5168.6495876124,2.1725642122,0.1784874925,-2.4861051135,1.49432333129815E-005,8.88221894121451E-005,424.6315480748,8.7300677503,2.73E-28,2.22E-26
ETH_00008590,5122.0429767935,28761.3503142214,6699.071153784,0.1780877087,-2.4893401472,0.0033341154,0.0096236852,0.7645900244,-0.3872417175,0.5308881717,0.610231604
ETH_00043485,163.582162538,920.4340038035,1117.981117352,0.1777228588,-2.4922988411,0.0001162745,0.0005437665,0.1463192535,-2.7728084749,1.42E-05,5.46E-05
ETH_00018415,85.4121208674,480.7347412157,6.1914058781,0.1776699571,-2.4927283435,0.0004719224,0.0018346059,13.7952708236,3.7861018743,1.48E-06,6.87E-06
ETH_00002845,1938.2377019683,10928.0666200433,2301.7517800564,0.1773632765,-2.4952207675,1.40122099758866E-005,0.000084168,0.8420706867,-0.2479867511,0.9885592546,0.995985962
ETH_00005765,1881.2870406763,10611.6431658388,5332.5734624242,0.1772851774,-2.495856176,2.71901859843182E-005,0.00015039,0.3527915844,-1.5031119481,0.0073012946,0.0151414667
ETH_00001410,1189.8771150782,6722.733149204,2242.0927921093,0.1769930605,-2.4982352982,2.53048139410735E-005,0.0001413846,0.5306993177,-0.9140334009,0.1160023789,0.1670988819
ETH_00035655,110.5438239908,625.4888244979,37.4463213158,0.176731893,-2.5003656832,0.0001644179,0.000733928,2.9520609797,1.561722523,0.0350431797,0.0593666591
ETH_00014715,3025.8355103624,17151.7976497741,11387.2229130794,0.1764150658,-2.5029543232,5.58677934180428E-005,0.0002875001,0.265721988,-1.9120104817,0.0020237416,0.0048527416
ETH_00023950,1742.9906144713,9881.3085919219,17066.2199992192,0.1763926911,-2.5031373111,0.0152232035,0.0341101445,0.1021310293,-3.2915068448,0.0022501227,0.0053452084
ETH_00040930,146.2961395213,831.035564039,5.8309875571,0.1760407687,-2.5060185182,7.79495304282064E-005,0.000383484,25.0894274922,4.6490076456,1.21E-10,1.05E-09
ETH_00035575,65.3891780748,371.4671397178,123.4850613252,0.1760295086,-2.5061108002,0.0002393691,0.0010162885,0.5295310815,-0.9172127273,0.0602774567,0.095016607
ETH_00021390,2471.636769018,14072.971975952,3379.2943973016,0.1756300498,-2.5093883879,1.96112313790678E-005,0.0001126072,0.731406169,-0.4512552999,0.3523561773,0.4327098249
ETH_00015270,1019.9973445899,5814.412924673,11.2134813987,0.1754256806,-2.5110681352,2.74878028950111E-005,0.0001515567,90.9617012166,6.5071873315,7.52E-21,2.33E-19
ETH_00010210,488.5015671139,2784.856832111,30.9151183316,0.1754135299,-2.5111680659,1.8552104119429E-005,0.0001072004,15.8013811195,3.9819787575,4.90E-10,3.88E-09
ETH_00001805,2187.3261652507,12485.7635127984,24174.225899975,0.1751856154,-2.5130437753,0.0029775643,0.0087749665,0.0904817459,-3.4662294225,7.42E-05,0.0002464951
ETH_00012120,988.253172714,5643.574415481,1023.6296000368,0.175111215,-2.5136566109,1.74565152034572E-005,0.0001017071,0.9654402068,-0.0507411843,0.9910044223,0.997648149
ETH_00029970,1854.0962022841,10592.4129312395,17624.8307075103,0.1750400229,-2.5142432627,0.000008148,5.268761921598E-005,0.1051979581,-3.2488213928,1.60E-08,1.03E-07
ETH_00032905,843.0889370066,4819.6902696583,3993.066552595,0.1749259579,-2.5151837033,2.27206696598298E-005,0.0001286001,0.2111382132,-2.2437403842,3.33E-05,0.0001187987
ETH_00013145,763.1105814035,4367.9951681295,3.0000488183,0.1747049967,-2.5170072239,0.0025200053,0.0076311081,254.3660545577,7.9907623439,1.58E-14,2.23E-13
ETH_00012210,3732.7509356433,21368.9996324044,3695.6783649933,0.1746806589,-2.5172082168,1.72185128144432E-005,0.0001005129,1.0100313304,0.0144000449,0.8807239987,0.9148822667
ETH_00001940,1100.1528792876,6301.9696023094,2480.2805105016,0.1745728635,-2.5180987782,2.10450662489153E-005,0.0001200845,0.4435598613,-1.172799276,0.0249876643,0.0441611046
ETH_00042730,304.5819406597,1752.0275029441,295.5309263841,0.1738454106,-2.5241231133,0.0003969324,0.0015877296,1.0306262847,0.043521292,1,1
ETH_00010100,342.0175839505,1968.1984177178,143.1701626027,0.1737719027,-2.5247332642,3.75891536287589E-005,0.0002007983,2.3888887023,1.2563396406,0.0086711169,0.0176309502
ETH_00022765,409.5623805555,2356.9897709121,818.0199884875,0.1737650225,-2.5247903865,3.99335201133826E-005,0.00021208,0.5006752724,-0.9980528903,0.0959787634,0.1415041804
ETH_00006435,2201.4924507734,12681.1774323264,6330.136081876,0.1736031581,-2.526134902,9.97885397552375E-006,6.257530149325E-005,0.3477796405,-1.5237546172,0.007051128,0.0146625045
ETH_00034620,7054.2693854061,40688.835136348,7850.8931623063,0.1733711315,-2.5280644037,1.64457789223709E-005,9.66616905015087E-005,0.8985308091,-0.1543601227,0.6306049825,0.7030600827
ETH_00031725,1068.519098579,6163.3315318163,1945.2696187235,0.1733671299,-2.5280977024,1.53705939073009E-005,9.10066831993597E-005,0.5492910023,-0.8643574351,0.1920130466,0.2570275474
ETH_00010520,88.0098511349,507.7706642129,5.9485338319,0.1733259862,-2.5284401257,0.0002125616,0.0009139547,14.7952173798,3.8870589885,1.60E-07,8.80E-07
ETH_00018930,5197.4690836234,29998.0689103148,5557.6730956096,0.1732601221,-2.5289884554,1.34865849727119E-005,8.16533518852181E-005,0.9351879814,-0.0966717057,0.9011094028,0.9310955589
ETH_00040005,586.7146412394,3386.8737027096,3518.2821159551,0.173231922,-2.5292232899,0.0003262898,0.0013410218,0.1667616814,-2.5841402715,0.0002562444,0.0007586292
ETH_00003880,1463.5518595086,8453.0972450866,237.2487068719,0.1731379419,-2.5300061798,3.10644789977045E-005,0.0001691124,6.1688507339,2.6250017382,4.76E-07,2.41E-06
ETH_00016285,2457.572538342,14207.04646804,7324.3709269466,0.1729826494,-2.5313007557,0.000108951,0.0005139961,0.3355335991,-1.575470855,0.0191970708,0.0350708354
ETH_00035505,357.5890890794,2067.3631497341,3996.4550857804,0.1729686868,-2.5314172104,9.37784169195795E-006,5.94985072043035E-005,0.089476569,-3.4823462534,2.40E-09,1.74E-08
ETH_00009085,2688.8226176386,15548.2122911045,192.9642831944,0.1729345192,-2.5317022226,1.69857912169178E-005,0.00009945,13.9343021057,3.8005688423,1.42E-10,1.21E-09
ETH_00028905,1895.1240352656,10964.6190827093,3272.054988387,0.1728399337,-2.5324915123,7.78494930568427E-006,5.0411552494722E-005,0.5791846537,-0.7879047182,0.1147523086,0.1656629073
ETH_00043800,315.161386538,1823.9474784986,98.6086866926,0.1727908233,-2.5329014947,6.5718914553041E-005,0.0003305509,3.1960813708,1.6763041391,0.001770343,0.0043082736
ETH_00018900,4381.8326849958,25451.7647613385,3309.4104081692,0.1721622342,-2.5381593897,2.24528576513329E-005,0.0001271871,1.3240523672,0.4049601829,0.4292219588,0.5113373836
ETH_00012345,4221.3804674526,24523.5058788847,488.9697471295,0.1721360921,-2.5383784729,1.13724299654098E-005,7.02518964146237E-005,8.633214002,3.1098977508,5.72E-07,2.83E-06
ETH_00003870,982.272734482,5708.4087194709,61.7971752698,0.1720747029,-2.5388930758,3.00381064372071E-005,0.0001641124,15.8951073442,3.9905108543,1.62E-11,1.58E-10
ETH_00022415,1929.1124624337,11214.0072633056,331.8200125944,0.1720270388,-2.5392927529,1.48713294651489E-005,8.85101174429345E-005,5.8137315087,2.5394644461,7.98E-06,3.21E-05
ETH_00000075,3066.469096004,17845.7666962376,25.4161834634,0.1718317374,-2.5409315677,8.69029648357362E-006,5.57204955137918E-005,120.6502581484,6.9146871922,9.73E-24,4.35E-22
